Mobile;Radio Call Sign;Date;Latitude;Longitude;Heading;Speed
ARKHOS II (ART);CB6995;14/03/2019 00:20:07;-18.4716;-70.3223;4;0.505
HALCON I (ART);CA5204;14/03/2019 00:20:00;-36.730833;-73.030556;290;0
DON MATEO (ART);CA2746;14/03/2019 00:20:00;-37.026389;-73.156667;34;0
PETROHUE III (ART);CB8757;14/03/2019 00:19:48;-18.4723;-70.3211;0;0
INTREPIDA II (ART);CB3914;14/03/2019 00:19:47;-36.7266;-73.1318;0;0
DON LUCHO (ART);CB9555;14/03/2019 00:19:45;-18.4716;-70.323;329;0
JOSUE (ART);CB6783;14/03/2019 00:19:37;-36.726;-73.1319;0;0
EBENEZER II (ART);CB8449;14/03/2019 00:19:36;-39.8736;-73.3833;0;0
CAMPARI I (ART);CB9584;14/03/2019 00:19:27;-41.7875;-73.1488;21;0
ISAURA I (ART);CA2650;14/03/2019 00:19:21;-18.473;-70.3215;319;0
UZIEL II (ART);CB7875;14/03/2019 00:19:18;-36.5299;-72.9563;356;0
ABEL (ART);CA3747;14/03/2019 00:19:12;-18.4723;-70.3234;3;0.505
MARIA ISABEL (ART);CB4425;14/03/2019 00:19:12;-36.7262;-73.1321;358;0
TITIN (ART);CA2458;14/03/2019 00:19:00;-41.777222;-73.129722;0;0
GUAYACAN I (ART);CB7013;14/03/2019 00:19:00;-41.491667;-72.984722;0;0
YOLIH (ART);CB2504;14/03/2019 00:19:00;-36.700278;-73.010556;179;5.501
DON DEMETRIO III (ART);CB8555;14/03/2019 00:19:00;-37.098056;-73.165556;90;0
EMELINDA (ART);CB3118;14/03/2019 00:19:00;-36.725833;-73.132222;0;0
CANDELARIA II (ART);CA4249;14/03/2019 00:19:00;-28.291944;-71.186944;142;0
ANTARES II (ART);CB8832;14/03/2019 00:19:00;-43.053056;-73.500833;139;6.201
LAUCA (ART);CA3610;14/03/2019 00:19:00;-36.626944;-72.968611;10;4.704
LOBO DE AFUERA IV (ART);CA3433;14/03/2019 00:18:52;-18.4724;-70.3225;0;0
DON ROBERT (ART);CA2698;14/03/2019 00:18:49;-38.3743;-74.7498;39;7.503
COYI I (ART);CA5350;14/03/2019 00:18:34;-18.4719;-70.3214;335;0.505
TUAREG I (ART);CB8162;14/03/2019 00:18:33;-18.4729;-70.3232;351;0.505
PETROHUE II (ART);CB7843;14/03/2019 00:18:25;-18.4725;-70.3208;0;0
DALCA (ART);CB4849;14/03/2019 00:18:21;-37.602;-73.6567;126;0
ANTARES (ART);CA7199;14/03/2019 00:18:19;-44.1942;-73.8692;105;0
DON FELIX II (L/B);CA4031;14/03/2019 00:18:00;-41.4868;-72.977;0;0
MULATO (L/B);CA4086;14/03/2019 00:18:00;-18.4727;-70.3222;355;0
DON FELIX (L/B);CB8925;14/03/2019 00:18:00;-41.6581;-73.0276;1;6.492
ELVA S (ART;CB3120;14/03/2019 00:18:00;-18.4719;-70.3214;0;0
PIA LICETTY I (ART);CA5601;14/03/2019 00:18:00;-45.158333;-73.518056;46;0
VALENTINA (L/B);CA7237;14/03/2019 00:18:00;-18.470833;-70.322778;18;0
MAMA EDITH (ART);CA6783;14/03/2019 00:18:00;-37.0275;-73.158056;180;0
NIÑA XIMENA (L/B);CA6685;14/03/2019 00:18:00;-37.027222;-73.16;20;0
JORGE ANDRES (ART);CA6216;14/03/2019 00:18:00;-37.025833;-73.1575;102;0
KAREN PAMELA (ART);CA4047;14/03/2019 00:18:00;-18.471667;-70.323611;316;0
ADONAY II (ART-TRP);CA2528;14/03/2019 00:17:48;-53.0956;-70.875;0;0
ESTRELLA DE BELEN I (L/B);CB7386;14/03/2019 00:17:37;-37.6007;-73.6585;115;0
DON EUGENIO (ART);CB7246;14/03/2019 00:17:18;-41.7787;-73.7045;270;10.108
MAULINA IV (ART);CB8615;14/03/2019 00:17:00;-36.6568;-72.9953;35;0.7
DON JORGE LUIS M (ART);CB8183;14/03/2019 00:17:00;-37.026944;-73.158056;137;0.408
FRONTERA (TRP);CB7833;14/03/2019 00:16:59;-53.0965;-70.875;0;0
MAR PRIMERO (ART);CB8415;14/03/2019 00:16:59;-37.5992;-73.662;189;0
GABRIELA I (ART);CB2412;14/03/2019 00:16:58;-27.9065;-71.1192;30;0.505
MARY PAZ II (ART);CB8321;14/03/2019 00:16:55;-23.0933;-70.4451;261;0
MAR DE LIGURIA (ART);CA3680;14/03/2019 00:16:54;-36.5357;-72.9555;281;0
BUENA FE II (L/B);CB5552;14/03/2019 00:16:50;-39.7837;-73.5492;275;5.501
JORGE VI (TRP);CA6408;14/03/2019 00:16:49;-53.0976;-70.8726;276;0
COYI II (ART);CA5302;14/03/2019 00:16:47;-18.472;-70.3213;19;0
LUIS ALBERTO I (L/B);CA7608;14/03/2019 00:16:41;-37.6008;-73.6583;278;0
ODISEO (ART);CB8088;14/03/2019 00:16:34;-18.4717;-70.322;345;0.505
DON ENRI (ART);CA2784;14/03/2019 00:16:34;-37.0969;-73.165;202;0.194
JOYA I (L/B);CB7132;14/03/2019 00:16:26;-37.6007;-73.6585;0;0
PETROHUE I (ART);CB7842;14/03/2019 00:16:20;-18.4724;-70.3207;7;0.505
ARKHOS IV (ART);CA6307;14/03/2019 00:16:12;-18.4716;-70.3224;0;0
DON ANSELMO II (ART);CB9589;14/03/2019 00:16:05;-37.0985;-73.1668;14;0.991
EUGENIO (ART);CA3058;14/03/2019 00:16:02;-41.7875;-73.1505;42;0
GOLONDRINA II (ART);CB4527;14/03/2019 00:16:02;-39.8739;-73.3836;260;0
VALENCIA (ART);CB2452;14/03/2019 00:16:01;-20.2046;-70.1527;19;0
SAN SEBASTIAN I;CB9031;14/03/2019 00:16:00;-41.511111;-72.333333;0;0
MARICIA (ART);CB4523;14/03/2019 00:16:00;-36.640833;-73.090556;36;0
DON ARMANDO (ART);CB3212;14/03/2019 00:16:00;-36.641111;-73.091111;15;0
DON DIONISIO II (ART);CA5286;14/03/2019 00:16:00;-37.026389;-73.159167;44;0
DON BENJA (ART);CA4314;14/03/2019 00:16:00;-39.978889;-75.595556;190;0.991
DOÑA CATALINA (ART);CB4518;14/03/2019 00:16:00;-37.028889;-73.159444;94;0
DON ALFONSO II (ART);CB6772;14/03/2019 00:16:00;-41.493056;-72.985;41;0
KOKALECA III (ART);CA2563;14/03/2019 00:16:00;-42.374444;-73.6075;247;6.803
NELLY (ART);CB3301;14/03/2019 00:16:00;-37.026667;-73.158056;203;0
DON FRANCISCO I (ART);CA3074;14/03/2019 00:16:00;-42.039722;-72.598056;223;0
ALBORADA (ART);CB8966;14/03/2019 00:15:57;-41.4873;-72.9749;111;0
DON DANILO F;CA6716;14/03/2019 00:15:56;-37.6009;-73.6586;198;0
GUAJACHE II (ART);CA2756;14/03/2019 00:15:54;-18.4722;-70.3217;0;0
LORETO V (ART);CA5374;14/03/2019 00:15:45;-18.4707;-70.3231;0;0
ISAURA (ART);CB5051;14/03/2019 00:15:40;-18.4727;-70.3218;18;0.505
DON VICENTE I (ART);CB4407;14/03/2019 00:15:34;-37.6005;-73.659;7;0
KAWESCAR (ART);CB8264;14/03/2019 00:15:34;-18.4713;-70.3232;22;0.505
DON MAXI (ART);CA5119;14/03/2019 00:15:33;-37.6016;-73.6574;96;0
DON NENE (ART);CB5547;14/03/2019 00:15:30;-37.5998;-73.662;7;0
JOYA II (L/B);CB3092;14/03/2019 00:15:30;-37.6027;-73.6534;11;0
LONCONAO (ART);CB9939;14/03/2019 00:15:25;-41.7879;-73.1856;8;0
DON UBALDO H.Q. (ART);CB4148;14/03/2019 00:15:21;-18.4712;-70.3224;12;0
MATIAS IGNACIO (L/B);CB9841;14/03/2019 00:15:10;-33.5876;-71.614;249;0
CALYPSO III (L/B);CB3661;14/03/2019 00:15:10;-39.833;-73.255;243;0
CHANGO I (ART);CA4154;14/03/2019 00:15:04;-18.4712;-70.3224;3;0
LOBO DE AFUERA V (ART);CA4636;14/03/2019 00:15:02;-18.4724;-70.3226;8;0.505
PATRICIA VANESSA (ART);CA3534;14/03/2019 00:15:00;-37.14;-73.2099;45;6.492
IVETH I (L/B);CB3558;14/03/2019 00:15:00;-40.149;-75.6502;18;0
ARAUCANA III (L/B);CB4205;14/03/2019 00:15:00;-41.6179;-74.9449;214;0.505
HECTOR ALFREDO (L/B);CA4908;14/03/2019 00:15:00;-39.2438;-74.9285;89;0
JUAN CLAUDIO I (L/B);CA3501;14/03/2019 00:15:00;-37.6018;-73.6573;266;0
NEFI (L/B);CB7327;14/03/2019 00:15:00;-36.7258;-73.1317;224;0
LUIS DAVID I (L/B);CA4286;14/03/2019 00:15:00;-40.1346;-75.7148;17;0
ROCIO III (L/B);CB7658;14/03/2019 00:15:00;-27.0637;-70.8248;278;0
DOÑA NIEVES (L/B);CB6028;14/03/2019 00:15:00;-40.1243;-75.6255;107;0
CHAFIC I (ART);CA3537;14/03/2019 00:15:00;-29.9524;-71.3355;286;0
MORONI (L/B);CB3993;14/03/2019 00:15:00;-40.0684;-75.6875;191;0
DON ENRIQUE F (L/B);CB9690;14/03/2019 00:15:00;-39.2111;-75.0107;220;0.505
VALENTINA ARACELI (L/B);CA4719;14/03/2019 00:15:00;-39.392;-74.8933;100;0.505
YOVANKA (L/B);CB5271;14/03/2019 00:15:00;-38.9766;-75.2267;13;0
JUAN ANTONIO I (L/B);CB7000;14/03/2019 00:15:00;-27.0637;-70.8248;286;0
JOSE BASILIO (L/B);CB3181;14/03/2019 00:15:00;-37.6013;-73.6558;350;0
CARMENCHA (L/B);CB4100;14/03/2019 00:15:00;-39.8328;-73.2548;307;0
DON CARLOS (L/B);CB9160;14/03/2019 00:15:00;-37.6017;-73.6553;278;0
DON GILBERTO I (ART);CB3819;14/03/2019 00:15:00;-40.318;-76.1272;26;0
CARLA BELEN I (L/B);CB7097;14/03/2019 00:15:00;-37.6016;-73.6552;350;0
SAN CARLOS II (L/B);CB4097;14/03/2019 00:15:00;-46.0171;-75.4607;243;0.505
HUMBOLDT II (ART);CB8112;14/03/2019 00:15:00;-18.471;-70.3232;98;0
DON ADRIAN (L/B);CB3605;14/03/2019 00:15:00;-43.1233;-73.6235;261;0
J J (ART);CB2506;14/03/2019 00:15:00;-18.4718;-70.3223;92;0
EL PACIFICO (ART);CA2729;14/03/2019 00:15:00;-41.786944;-73.187222;0;0
LAGO GENESARET (L/B);CB2854;14/03/2019 00:15:00;-39.9439;-75.5234;81;0.505
JUAN CLAUDIO II (L/B);CA4448;14/03/2019 00:15:00;-37.6017;-73.6573;312;0
MUTRUN (L/B);CA5814;14/03/2019 00:15:00;-35.3387;-72.3987;264;0
MARIA INES (L/B);CB2105;14/03/2019 00:15:00;-43.1232;-73.6233;359;0
MARIA CRUZ II (L/B);CB3666;14/03/2019 00:15:00;-39.0817;-75.1065;357;0
OSCAR ALONSO (L/B);CA4424;14/03/2019 00:15:00;-39.1554;-75.0454;65;0.505
SANTA ISABEL IV (L/B);CB8764;14/03/2019 00:15:00;-51.1769;-76.0682;110;8.495
SANTA PALESTINA I (L/B);CA3533;14/03/2019 00:15:00;-37.6017;-73.655;285;0
DON NESTOR (L/B);CB8291;14/03/2019 00:15:00;-43.1233;-73.6234;329;0
LAUREANO V (L/B);CB4920;14/03/2019 00:15:00;-35.3377;-72.3998;347;0
PAOLA STEPHANIE (L/B);CA3299;14/03/2019 00:15:00;-37.6035;-73.6522;300;0
MILENIUM (L/B);CB6708;14/03/2019 00:15:00;-39.8292;-73.2514;13;0
NOVIA DEL MAR IV (ART);CA5130;14/03/2019 00:15:00;-36.707222;-72.981389;7;0
TUMBES (L/B);CA3554;14/03/2019 00:15:00;-39.3798;-74.9309;240;0
MARJUXI II (L/B);CB5284;14/03/2019 00:15:00;-45.505;-75.44;166;5.501
DON ALFREDO (L/B);CB6235;14/03/2019 00:15:00;-48.83;-76.006;56;0.505
DON ALEJANDRO II (ART);CB4069;14/03/2019 00:15:00;-22.347;-70.662;1;6.492
DON JOSE I (ART);CA3693;14/03/2019 00:15:00;-18.472;-70.324;75;0
DON ULMES (ART);CA3763;14/03/2019 00:15:00;-39.884;-73.427;249;0
DON WILLIAM (L/B);CB9441;14/03/2019 00:15:00;-41.777;-73.13;71;0
ROLANDO (ART);CA3502;14/03/2019 00:15:00;-39.874;-73.384;27;0
PUNTA PICHICUY (ART);CB5095;14/03/2019 00:15:00;-27.061;-70.825;9;0
CHUBASCO I (ART);CB4352;14/03/2019 00:15:00;-27.076;-70.848;355;0
MARIA TRINIDAD (ART);CA3988;14/03/2019 00:15:00;-36.726;-73.132;330;0
PUNTA DE HUMO (L/B);CB2205;14/03/2019 00:15:00;-29.952;-71.335;354;0
ISAAC II (ART);CA4843;14/03/2019 00:15:00;-39.873;-73.383;335;0
GAROTA V (ART??);CA6799;14/03/2019 00:15:00;-29.968;-71.355;5;0
MILTON PATRICIO (L/B);CB6759;14/03/2019 00:15:00;-39.373;-75.056;152;0
CENTURION 2000 (L/B);CB2665;14/03/2019 00:15:00;-37.6;-73.66;172;0
BELISARIO SEGUNDO (L/B);CB6528;14/03/2019 00:15:00;-39.833;-73.254;35;0
LONQUIMAY 2 (ART);CB4813;14/03/2019 00:15:00;-27.061;-70.826;35;0
PUNTA DEL ESTE (L/B);CB2715;14/03/2019 00:15:00;-43.122;-73.625;59;0
DON CHOLITO (ART);CB6701;14/03/2019 00:15:00;-39.834;-73.257;161;0
EL PATO (L/B);CA6380;14/03/2019 00:15:00;-27.357;-71.125;334;0.505
ESTRELLA III (ART);CB8576;14/03/2019 00:15:00;-28.097;-71.169;119;0
DON PANCRACIO (ART);CB8165;14/03/2019 00:15:00;-27.547;-71.028;18;7.503
JECHITO VI (L/B);CB3884;14/03/2019 00:15:00;-33.495;-71.819;122;0
MELISSA KAREN (L/B);CB3151;14/03/2019 00:15:00;-25.318;-70.803;1;6.006
DON MATIAS I (L/B);CB9145;14/03/2019 00:15:00;-39.554;-74.127;88;6.998
DON DAVID II (ART);CA6369;14/03/2019 00:15:00;-39.908;-73.751;358;6.998
MARIA SOLEDAD II (ART);CB9670;14/03/2019 00:15:00;-29.968;-71.354;171;0
DON JOSE MIGUEL (ART);CB3573;14/03/2019 00:15:00;-27.076;-70.848;193;0
EL CID (ART);CB9336;14/03/2019 00:15:00;-28.078;-71.147;242;0
TRAUWÜN I (ART);CB7765;14/03/2019 00:15:00;-30.04;-71.481;26;8.009
SANTA IRENE III (L/B);CB4298;14/03/2019 00:15:00;-39.323;-75.082;21;0
ISAIAS (L/B);CB4795;14/03/2019 00:15:00;-36.727;-73.132;29;0
MASTER (ART);CB6356;14/03/2019 00:15:00;-39.835;-73.258;177;0
DON VICTORINO (ART);CA3496;14/03/2019 00:15:00;-29.969;-71.354;39;0
DON BOSCO (ART);CB6666;14/03/2019 00:15:00;-36.712;-73.113;135;0
GUERRERO DE PACIFICO (ART);CA4539;14/03/2019 00:15:00;-38.982;-75.144;349;2.994
DON IGEL (L/B);CB5946;14/03/2019 00:15:00;-40.081;-75.739;280;0
FORTUNA IV (ART);CA2841;14/03/2019 00:15:00;-28.294;-71.185;123;0
CLAUDIO I (ART);CB6658;14/03/2019 00:15:00;-39.876;-73.385;42;7.503
PUNTA BRAVA (ART);CA3697;14/03/2019 00:15:00;-39.874;-73.384;350;0
FORTUNA V (ART);CA3538;14/03/2019 00:15:00;-28.079;-71.147;221;0
FORTUNA III (ART);CB8070;14/03/2019 00:15:00;-27.063;-70.826;32;0
RAUL M (ART);CA4289;14/03/2019 00:15:00;-37.028;-73.157;353;0
ISLA LLAHUEN (ART);CA3250;14/03/2019 00:15:00;-42.621;-72.854;130;0
SANDY III (ART);CB9998;14/03/2019 00:15:00;-27.063;-70.826;198;0
DON LUIS ALBERTO (ART);CB8058;14/03/2019 00:15:00;-36.71;-73.112;282;0
PALMI I (L/B);CB7795;14/03/2019 00:15:00;-41.803;-74.924;194;0
ANSELMO I (ART);CB8578;14/03/2019 00:15:00;-36.667;-73.016;4;0
YULIANA ANTONELLA (ART);CA6271;14/03/2019 00:15:00;-27.076;-70.848;331;0
SANTA XIMENA II (L/B);CB6740;14/03/2019 00:15:00;-37.599;-73.662;151;0
MARIA LEONTINA (L/B);CB9520;14/03/2019 00:15:00;-29.708;-71.711;216;1.497
DOÑA CARMELA (ART);CB8749;14/03/2019 00:15:00;-39.835;-73.258;358;0
STELLA MARIS II (ART-TRP);CA4400;14/03/2019 00:15:00;-43.963;-73.786;173;0.505
MAXIMO JAVIER (L/B);CA6718;14/03/2019 00:15:00;-37.602;-73.654;13;0
NOEMI SIMONEY (ART);CB8653;14/03/2019 00:15:00;-39.835;-73.259;175;0
LUIS ANDRES I (L/B);CA5159;14/03/2019 00:15:00;-37.601;-73.658;9;0
MISIONERA II (ART) 153076;CB5982;14/03/2019 00:15:00;-36.671;-73;269;4.996
DON JOAQUIN  (ART);CB5153;14/03/2019 00:15:00;-39.874;-73.383;17;0
SAMARITANO I (ART);CB9955;14/03/2019 00:15:00;-39.874;-73.383;332;0
MARGARITA DEL MAR (ART);CB6982;14/03/2019 00:15:00;-36.712;-73.112;200;0
LINARES (ART);CB8063;14/03/2019 00:15:00;-39.835;-73.258;169;0
AGUILA REAL (ART);CB4161;14/03/2019 00:15:00;-39.86;-73.3;299;8.009
DON JOSE EDGARDO (ART);CB8209;14/03/2019 00:15:00;-27.062;-70.825;320;0
MAIMAU I  (ART);CA4388;14/03/2019 00:15:00;-28.293;-71.185;294;0
RIO SIMPSON (L/B);CB4418;14/03/2019 00:15:00;-39.127;-75.543;314;0
SANTO ISIDORO (L/B);CA4894;14/03/2019 00:15:00;-22.287;-70.588;50;0
GUILLERMO I (ART);CB8894;14/03/2019 00:15:00;-28.201;-71.215;337;0.991
FELIPE EDUARDO (ART);CB7652;14/03/2019 00:15:00;-45.401;-72.703;106;0
EL ROBLE (L/B);CB9176;14/03/2019 00:15:00;-39.213;-75.044;1;0
CAZADOR (MENOR);CB4015;14/03/2019 00:15:00;-36.239;-75.118;2;0
RAQUEL I (ART);CB8952;14/03/2019 00:15:00;-28.078;-71.147;294;0
AGUILA REAL II (ART);CB4720;14/03/2019 00:15:00;-36.537;-72.954;48;0
PIONERO (ART);CB6548;14/03/2019 00:15:00;-27.124;-70.915;6;0
DON LUIS (ART);CB6500;14/03/2019 00:15:00;-23.094;-70.446;283;0
ISLA TABON (L/B);CB4727;14/03/2019 00:15:00;-32.073;-71.652;148;2.002
MOISES II (ART);CB4419;14/03/2019 00:15:00;-37.601;-73.656;74;0
DOÑA BERNARDA (L/B);CA5416;14/03/2019 00:15:00;-29.952;-71.332;188;0
EYZER (L/B);CB4942;14/03/2019 00:15:00;-41.487;-72.977;187;0
DON NEN (L/B);CA6010;14/03/2019 00:15:00;-37.601;-73.658;180;0
DOÑA JOVA 2DA (ART);CA4240;14/03/2019 00:15:00;-37.029;-73.159;175;0
RIO VALDIVIA (ART);CB8173;14/03/2019 00:15:00;-39.874;-73.384;221;0
GAROTA II (ART);CA3942;14/03/2019 00:15:00;-29.969;-71.355;99;0
SOFIA MAGDALENA (ART);CA2112;14/03/2019 00:15:00;-27.648;-71.069;26;8.495
LA MISIONERA (L/B);CB4194;14/03/2019 00:15:00;-36.69;-72.997;357;5.501
MARINA II (ART);CB4360;14/03/2019 00:15:00;-33.584;-71.615;333;0
JUAN MARCELO (ART);CA3544;14/03/2019 00:15:00;-37.028;-73.157;195;0
SOFIA-A (ART);CA4323;14/03/2019 00:15:00;-39.836;-73.258;219;0
RIO JORDAN IV (ART);CB7665;14/03/2019 00:15:00;-37.098;-73.167;336;0
DELFIN 2000 (ART);CB6837;14/03/2019 00:15:00;-29.967;-71.36;252;0
DON HECTOR I (ART);CB4815;14/03/2019 00:15:00;-39.874;-73.384;24;0
SKORPION II (ART);CA5506;14/03/2019 00:15:00;-33.584;-71.614;48;0
JOSE SEBASTIAN (ART);CB9898;14/03/2019 00:15:00;-37.026;-73.155;307;0
LUIS DAVID C (L/B);CA7547;14/03/2019 00:15:00;-39.863;-73.744;342;7.503
RICARDO JESUS (ART);CA4197;14/03/2019 00:15:00;-37.028;-73.16;0;0
DOÑA AMANDA (L/B);CA3232;14/03/2019 00:15:00;-40.156;-75.6;64;0
ALBERTO M (ART);CA6190;14/03/2019 00:15:00;-39.873;-73.383;3;0
DON JUAN (ART-TRP);CB9510;14/03/2019 00:15:00;-45.165;-73.524;16;0
DON BENITO II (ART);CB8981;14/03/2019 00:15:00;-28.079;-71.146;25;0
DEMETRIO II (L/B);CB5911;14/03/2019 00:15:00;-39.168;-75.454;358;2.002
PLEBEYO (L/B);CB4489;14/03/2019 00:15:00;-37.601;-73.658;317;0
BENJAMIN S (L/B);CA4192;14/03/2019 00:15:00;-37.6;-73.661;19;0
DON GERMAN I (ART);CB6824;14/03/2019 00:15:00;-33.037;-71.628;229;0
XIMENA I (ART);CB8566;14/03/2019 00:15:00;-37.027;-73.154;0;0
TOME (ART);CB2711;14/03/2019 00:15:00;-36.62;-72.96;335;0
MARIA M (L/B);CA7195;14/03/2019 00:15:00;-39.898;-75.711;251;0.505
JUAN BAUTISTA (L/B);CA2297;14/03/2019 00:15:00;-42.34;-74.349;335;6.492
KIMY II (ART);CB7690;14/03/2019 00:15:00;-36.726;-73.131;0;0
ORKA (ART);CB8648;14/03/2019 00:15:00;-39.873;-73.383;3;0
DON ATILIO (ART);CA3559;14/03/2019 00:15:00;-27.937;-71.167;14;8.009
DONCELLA II (ART);CB9807;14/03/2019 00:15:00;-36.715;-73.107;309;0
KALI (ART);CB8951;14/03/2019 00:15:00;-28.078;-71.147;196;0
MARIA PABLA (ART);CA3916;14/03/2019 00:15:00;-29.968;-71.354;198;0
GAROTA IV (ART);CA5832;14/03/2019 00:15:00;-29.969;-71.354;44;0
GAROTA III (ART);CA4493;14/03/2019 00:15:00;-29.968;-71.355;140;0
GAROTA (ART);CB8360;14/03/2019 00:15:00;-29.969;-71.354;276;0
LUIS ALBERTO (L/B);CA4276;14/03/2019 00:15:00;-39.932;-75.671;303;0
NATALIA II (ART);CA2795;14/03/2019 00:15:00;-41.365;-73.853;145;2.994
EL CHONO (ART);CB8218;14/03/2019 00:15:00;-45.631;-73.288;71;0
PUNTA MAULE II (ART);CA2323;14/03/2019 00:15:00;-37.026;-73.155;0;0
DON JORGE M (ART);CB4880;14/03/2019 00:15:00;-39.813;-73.232;234;0
DON ENZO (ART);CB3484;14/03/2019 00:15:00;-33.585;-71.615;348;0
EL CHILE (ART);CA3725;14/03/2019 00:15:00;-33.584;-71.615;18;0
DON CORLEONE (ART);CA6425;14/03/2019 00:15:00;-42.563;-72.498;350;0
LUIS ALFONSO I (L/B);CA5065;14/03/2019 00:15:00;-40.054;-75.74;61;0
DON RAFAEL (ART);CB8339;14/03/2019 00:15:00;-33.584;-71.615;1;0
JAQUELINE (ART);CB2456;14/03/2019 00:15:00;-37.604;-73.65;10;0
CONSTITUCION (ART);CB8064;14/03/2019 00:15:00;-39.874;-73.384;327;0
TRINIDAD (ART);CB8949;14/03/2019 00:15:00;-27.125;-70.914;334;0
PELICANO (ART);CB2179;14/03/2019 00:14:59;-18.4714;-70.3226;27;0.505
AMADEUS (ART);CA4581;14/03/2019 00:14:55;-18.4724;-70.3232;6;0.505
GRINGO PABLO II (ART);CB8300;14/03/2019 00:14:55;-18.4729;-70.3216;2;0.505
STA XIMENA (L/B);CB6886;14/03/2019 00:14:55;-38.9988;-73.8485;22;6.006
POLACO I (ART-TRP);CA5779;14/03/2019 00:14:45;-53.097;-70.873;359;0
MARCELO RODOLFO (ART);CB6507;14/03/2019 00:14:39;-18.4709;-70.3232;7;0.505
AMADEUS II (ART);CA5192;14/03/2019 00:14:38;-18.4725;-70.3232;9;0.505
DON ALEX (L/B);CB4472;14/03/2019 00:14:15;-45.7169;-75.6536;77;4.51
ISAAC (ART);CB8039;14/03/2019 00:14:09;-36.7261;-73.1318;0;0
JACKIE (L/B);CB4098;14/03/2019 00:14:00;-41.4929;-72.9851;0;0
CAMPARI III (ART);CB9578;14/03/2019 00:14:00;-41.5025;-72.990833;0;0
TOTO (ART);CA2459;14/03/2019 00:14:00;-41.764167;-73.129167;0;0
MARCO POLO (ART);CB2247;14/03/2019 00:14:00;-36.711667;-73.113056;0;0
ANTARES IV (ART);CA2738;14/03/2019 00:14:00;-41.764444;-73.128333;154;0
LUCAS I (ART);CB9299;14/03/2019 00:14:00;-37.026111;-73.157222;26;0
DON RODRIGO B (ART);CA3929;14/03/2019 00:14:00;-37.026667;-73.153611;164;0
SANTIAGO (ART);CB8541;14/03/2019 00:13:58;-18.4711;-70.3227;356;0.505
DON LUIS ALBERTO II (ART);CA3864;14/03/2019 00:13:54;-37.0973;-73.1645;304;0.194
DON RAUL M (ART);CB6352;14/03/2019 00:13:38;-18.4724;-70.3226;341;0.505
SANTA MARGARITA I (L/B);CB2394;14/03/2019 00:13:35;-18.472;-70.323;0;0
DON FRUCTUOSO (ART);CB7433;14/03/2019 00:13:30;-18.4727;-70.3217;0;0
RIO JORDAN X (ART);CA7673;14/03/2019 00:13:30;-37.0978;-73.1648;211;0.505
PAOLA I (ART);CA3182;14/03/2019 00:13:22;-37.097;-73.1661;299;0
SARITA ELVIRA (ART);CB4283;14/03/2019 00:13:19;-42.7342;-74.8456;226;3.499
MATIAS NICOLAS (ART);CA5093;14/03/2019 00:13:15;-36.7264;-73.1304;12;0.505
GALILEA I (ART);CA3627;14/03/2019 00:13:10;-37.0262;-73.158;310;0.7
SUSANA (ART);CB7903;14/03/2019 00:13:04;-36.7274;-73.132;215;0.097
RIO MAIPO II (ART);CB3569;14/03/2019 00:13:02;-36.7261;-73.1324;0;0
ARKHOS I (ART);CB8235;14/03/2019 00:13:00;-18.4717;-70.3223;0;0
DOÑA GLADYS II (ART);CA3307;14/03/2019 00:13:00;-37.025278;-73.155556;25;0
CRISTINA (ART);CB7787;14/03/2019 00:13:00;-36.669722;-73.0075;179;0
TURIMAR II (ART);CB7028;14/03/2019 00:13:00;-36.641944;-73.090278;0;0
OCEANI III (ART);CB2594;14/03/2019 00:13:00;-41.770278;-73.391389;224;4.801
ORION IV (ART);CA3426;14/03/2019 00:13:00;-42.356667;-73.561111;288;5.21
ANA MARIA (ART);CA2598;14/03/2019 00:13:00;-37.218056;-73.439722;73;0
EL BELA (ART);CB8059;14/03/2019 00:12:57;-37.0974;-73.167;84;0.7
DON LUCHO (ART);CB9555;14/03/2019 00:12:40;-18.4716;-70.3231;0;0
GREISIS NICOL II (ART);CA2615;14/03/2019 00:12:36;-53.1069;-74.2785;341;0
XOLOT (ART);CB8110;14/03/2019 00:12:36;-28.293;-71.186;0;0
CHANGO (ART);CA2065;14/03/2019 00:12:31;-36.712;-73.1122;356;0.505
DON PEYO I (ART-TRP);CB8940;14/03/2019 00:12:31;-51.7383;-72.5039;0;0
JOYA DEL PACIFICO (L/B);CB3632;14/03/2019 00:12:29;-33.5473;-72.1286;37;5.501
TRAVESIA (L/B);CB3444;14/03/2019 00:12:21;-30.013;-71.716;50;0
ARKHOS II (ART);CB6995;14/03/2019 00:12:17;-18.4716;-70.3223;7;0.505
CAROLINA I (L/B);CB4336;14/03/2019 00:12:14;-39.9918;-75.6509;25;0.797
HALCON I (ART);CA5204;14/03/2019 00:12:00;-36.730278;-73.03;142;0
SUSANA III (ART);CA4166;14/03/2019 00:12:00;-39.480833;-75.94;264;0.097
DON MATEO (ART);CA2746;14/03/2019 00:12:00;-37.026389;-73.156667;212;0
DON ISAAC (ART);CA3231;14/03/2019 00:12:00;-41.764444;-73.128056;0;0
FRAPOLI (L/B);CB3805;14/03/2019 00:12:00;-46.3179;-75.4888;172;6.998
JOSUE (ART);CB6783;14/03/2019 00:11:59;-36.726;-73.1319;349;0.505
